Price Date,Month,Min Price,Max Price,Prev Price,Price Change,Modal Price
2025-11-21,11,20.0,25.0,35.0,-13.0,22.0
2025-11-22,11,20.0,25.0,22.0,0.0,22.0
2025-11-23,11,20.0,25.0,22.0,0.0,22.0
2025-11-24,11,18.0,25.0,22.0,0.0,22.0
2025-11-25,11,18.0,25.0,22.0,0.0,22.0
2025-11-26,11,18.0,25.0,22.0,0.0,22.0
2025-11-27,11,18.0,25.0,22.0,0.0,22.0
2025-11-28,11,18.0,25.0,22.0,0.0,22.0
2025-11-29,11,20.0,30.0,22.0,3.0,25.0
2025-11-30,11,15.0,25.0,25.0,-5.0,20.0
2025-12-01,12,15.0,25.0,20.0,0.0,20.0
2025-12-02,12,20.0,30.0,20.0,5.0,25.0
2025-12-03,12,10.0,25.0,25.0,-10.0,15.0
2025-12-04,12,10.0,25.0,15.0,0.0,15.0
2025-12-05,12,10.0,25.0,15.0,0.0,15.0
2025-12-06,12,11.0,22.0,15.0,1.0,16.0
2025-12-08,12,12.0,25.0,16.0,0.0,16.0
2025-12-09,12,20.0,30.0,16.0,9.0,25.0
2025-12-10,12,20.0,30.0,25.0,0.0,25.0
2025-12-11,12,20.0,30.0,25.0,0.0,25.0
2025-12-12,12,20.0,30.0,25.0,0.0,25.0
2025-12-15,12,15.0,25.0,25.0,-5.0,20.0
2025-12-16,12,15.0,25.0,20.0,0.0,20.0
2025-12-17,12,15.0,22.0,20.0,0.0,20.0
2025-12-18,12,15.0,22.0,20.0,0.0,20.0
2025-12-19,12,12.0,20.0,20.0,-4.0,16.0
2025-12-20,12,12.0,20.0,16.0,0.0,16.0
2025-12-22,12,10.0,20.0,16.0,-1.0,15.0
2025-12-24,12,12.0,25.0,15.0,1.0,16.0
2025-12-25,12,12.0,25.0,16.0,0.0,16.0
2025-12-26,12,12.0,25.0,16.0,0.0,16.0
2025-12-27,12,10.0,25.0,16.0,-1.0,15.0
2025-12-29,12,10.0,25.0,15.0,0.0,15.0
2025-12-30,12,15.0,25.0,15.0,5.0,20.0
2025-12-31,12,15.0,25.0,20.0,0.0,20.0
