,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Andhra Pradesh,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,700.00,"1,500.00","1,100.00",Rs./Quintal,07-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,200.00","3,000.00","2,100.00",Rs./Quintal,06-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,700.00,"1,500.00","1,100.00",Rs./Quintal,06-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,200.00","3,000.00","2,100.00",Rs./Quintal,05-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,700.00,"1,500.00","1,100.00",Rs./Quintal,05-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,500.00",Rs./Quintal,04-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,700.00,"1,500.00","1,100.00",Rs./Quintal,04-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,03-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,800.00,"1,400.00","1,100.00",Rs./Quintal,03-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,02-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,800.00,"1,400.00","1,100.00",Rs./Quintal,02-06-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,31-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,800.00,"1,400.00","1,100.00",Rs./Quintal,31-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,30-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,800.00,"1,200.00","1,000.00",Rs./Quintal,30-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,29-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,800.00,"1,200.00","1,000.00",Rs./Quintal,29-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,28-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,800.00,"1,200.00","1,000.00",Rs./Quintal,28-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,900.00","3,000.00","2,450.00",Rs./Quintal,27-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,800.00,"1,500.00","1,150.00",Rs./Quintal,27-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"1,900.00","3,000.00","2,450.00",Rs./Quintal,26-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,900.00,"1,500.00","1,200.00",Rs./Quintal,26-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"2,500.00","3,200.00","2,850.00",Rs./Quintal,24-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,900.00,"1,500.00","1,200.00",Rs./Quintal,24-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"2,500.00","3,000.00","2,850.00",Rs./Quintal,23-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,900.00,"1,500.00","1,200.00",Rs./Quintal,23-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"2,500.00","3,200.00","2,850.00",Rs./Quintal,22-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,900.00,"1,500.00","1,200.00",Rs./Quintal,22-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"3,000.00","3,500.00","3,250.00",Rs./Quintal,21-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Totapuri,Medium,900.00,"1,500.00","1,200.00",Rs./Quintal,21-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"3,000.00","3,500.00","3,250.00",Rs./Quintal,20-05-2025
Andhra Pradesh,Chittor,Puttur APMC,Fruits,Mango,Other,Medium,"2,950.00",0.00,"3,175.00",Rs./Quintal,19-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,01-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,500.00","1,150.00",Rs./Quintal,01-07-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,30-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,500.00","1,150.00",Rs./Quintal,30-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,25-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,500.00","1,150.00",Rs./Quintal,25-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,24-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,500.00","2,000.00","1,750.00",Rs./Quintal,24-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,23-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,800.00","1,300.00",Rs./Quintal,23-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,500.00","2,500.00",Rs./Quintal,22-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,900.00,"1,600.00","1,200.00",Rs./Quintal,22-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,21-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,800.00","1,300.00",Rs./Quintal,21-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,500.00","2,500.00",Rs./Quintal,20-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,200.00","1,500.00","1,350.00",Rs./Quintal,20-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,000.00","2,250.00",Rs./Quintal,19-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,000.00","1,500.00","1,250.00",Rs./Quintal,19-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"2,000.00","3,000.00","2,750.00",Rs./Quintal,18-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,500.00","1,250.00",Rs./Quintal,18-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,17-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,400.00","1,100.00",Rs./Quintal,17-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,800.00","3,800.00","2,500.00",Rs./Quintal,13-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,200.00","1,000.00",Rs./Quintal,13-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,500.00","2,500.00",Rs./Quintal,12-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,800.00","1,300.00",Rs./Quintal,12-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","3,500.00","2,500.00",Rs./Quintal,11-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,600.00","1,200.00",Rs./Quintal,11-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,10-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,600.00,"1,600.00","1,100.00",Rs./Quintal,10-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","2,000.00","1,750.00",Rs./Quintal,09-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,700.00,"2,000.00","1,350.00",Rs./Quintal,06-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,500.00","1,200.00",Rs./Quintal,06-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","2,200.00","1,800.00",Rs./Quintal,05-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,700.00,"1,200.00","1,100.00",Rs./Quintal,05-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"2,000.00","2,500.00","2,200.00",Rs./Quintal,04-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"2,000.00","2,500.00","2,400.00",Rs./Quintal,03-06-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"2,000.00","2,500.00","2,250.00",Rs./Quintal,31-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,000.00",900.00,Rs./Quintal,31-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,000.00","1,500.00","1,250.00",Rs./Quintal,29-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,900.00,"1,000.00",950.00,Rs./Quintal,29-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,28-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,500.00,"1,000.00",800.00,Rs./Quintal,28-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,800.00","2,500.00","2,000.00",Rs./Quintal,27-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,000.00","1,400.00","1,200.00",Rs./Quintal,27-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,300.00","2,500.00","1,900.00",Rs./Quintal,26-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,500.00","1,150.00",Rs./Quintal,26-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,500.00","2,000.00","1,750.00",Rs./Quintal,25-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,750.00",Rs./Quintal,25-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,200.00","2,100.00","1,650.00",Rs./Quintal,24-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,800.00,"1,800.00","1,100.00",Rs./Quintal,24-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"1,800.00","2,500.00","2,150.00",Rs./Quintal,23-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,400.00","2,100.00","1,800.00",Rs./Quintal,23-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"3,000.00","4,000.00","3,500.00",Rs./Quintal,22-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,900.00,"1,600.00","1,250.00",Rs./Quintal,22-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Badami,Medium,"3,000.00","3,500.00","3,250.00",Rs./Quintal,21-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,400.00","2,000.00","1,700.00",Rs./Quintal,21-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Totapuri,Medium,"1,500.00","1,800.00","1,650.00",Rs./Quintal,21-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,900.00,"1,800.00","1,350.00",Rs./Quintal,20-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,900.00,"2,000.00","1,450.00",Rs./Quintal,19-05-2025
Andhra Pradesh,Chittor,Tirupati APMC,Fruits,Mango,Other,Medium,"1,000.00","1,600.00","1,300.00",Rs./Quintal,18-05-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","1,800.00","1,500.00",Rs./Quintal,17-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,800.00","2,000.00","1,900.00",Rs./Quintal,17-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","2,300.00","2,200.00",Rs./Quintal,17-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,16-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,200.00","2,400.00","2,300.00",Rs./Quintal,16-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","2,700.00","2,600.00",Rs./Quintal,16-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,15-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","2,300.00","2,200.00",Rs./Quintal,15-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,11-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,11-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,10-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,200.00","3,000.00",Rs./Quintal,10-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,10-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","2,000.00",Rs./Quintal,09-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,200.00","3,500.00","3,400.00",Rs./Quintal,09-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,500.00","3,300.00",Rs./Quintal,09-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,08-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,000.00","3,500.00","3,300.00",Rs./Quintal,08-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,08-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,05-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,000.00","3,500.00","3,300.00",Rs./Quintal,05-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,05-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,01-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"3,200.00","3,500.00","3,300.00",Rs./Quintal,01-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,01-07-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,30-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,800.00","3,200.00","3,000.00",Rs./Quintal,30-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,500.00","3,200.00",Rs./Quintal,30-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,29-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,800.00","3,200.00","3,000.00",Rs./Quintal,29-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,500.00","3,300.00",Rs./Quintal,29-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,200.00","2,000.00",Rs./Quintal,28-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,200.00","2,500.00","2,300.00",Rs./Quintal,28-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","2,300.00","2,200.00",Rs./Quintal,28-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","1,500.00","1,200.00",Rs./Quintal,27-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,200.00","2,500.00","2,300.00",Rs./Quintal,27-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","2,500.00","2,300.00",Rs./Quintal,27-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,000.00","1,800.00",Rs./Quintal,26-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,300.00","2,500.00","2,400.00",Rs./Quintal,26-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","2,700.00","2,600.00",Rs./Quintal,26-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,000.00","1,800.00",Rs./Quintal,25-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","2,300.00","2,200.00",Rs./Quintal,25-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","2,700.00","2,600.00",Rs./Quintal,25-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,24-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","2,800.00","2,600.00",Rs./Quintal,24-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,24-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","2,800.00","2,500.00",Rs./Quintal,23-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,800.00","3,200.00","3,000.00",Rs./Quintal,23-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,800.00","3,500.00",Rs./Quintal,23-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,22-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,800.00","3,200.00","3,000.00",Rs./Quintal,22-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,22-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,21-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,800.00","3,200.00","3,000.00",Rs./Quintal,21-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,800.00","3,500.00",Rs./Quintal,21-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,20-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,200.00","2,800.00",Rs./Quintal,20-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,800.00","3,500.00",Rs./Quintal,20-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,19-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,200.00","3,000.00",Rs./Quintal,19-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,500.00","3,200.00",Rs./Quintal,19-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"2,000.00","3,000.00","2,500.00",Rs./Quintal,18-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,500.00","2,800.00",Rs./Quintal,18-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,800.00","3,500.00",Rs./Quintal,18-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","3,000.00","2,000.00",Rs./Quintal,17-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","3,500.00","3,000.00",Rs./Quintal,17-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,200.00","4,000.00","3,500.00",Rs./Quintal,17-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,16-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,600.00","3,000.00","2,800.00",Rs./Quintal,16-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,16-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,15-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,600.00","3,000.00","2,800.00",Rs./Quintal,15-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,15-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,14-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,500.00","2,800.00","2,600.00",Rs./Quintal,14-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"3,000.00","3,300.00","3,200.00",Rs./Quintal,14-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,000.00","1,500.00",Rs./Quintal,13-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,13-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,13-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,000.00","1,800.00",Rs./Quintal,11-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","2,300.00","2,200.00",Rs./Quintal,11-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","3,500.00","2,500.00",Rs./Quintal,11-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,500.00","2,500.00","2,000.00",Rs./Quintal,10-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Raspuri,Medium,"2,000.00","3,300.00","3,000.00",Rs./Quintal,10-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Safeda,Medium,"2,000.00","3,500.00","3,000.00",Rs./Quintal,10-06-2025
Andhra Pradesh,East Godavari,Rajahmundry APMC,Fruits,Mango,Other,Medium,"1,000.00","2,500.00","1,500.00",Rs./Quintal,09-06-2025
