,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Andhra Pradesh,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,565.00","2,611.00","2,467.00",Rs./Quintal,22-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,545.00","2,609.00","1,845.00",Rs./Quintal,21-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,817.00,"2,589.00","2,237.00",Rs./Quintal,20-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,237.00","2,651.00","2,389.00",Rs./Quintal,18-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,967.00,"2,589.00","1,795.00",Rs./Quintal,17-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,259.00","2,359.00","2,359.00",Rs./Quintal,16-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,538.00,"2,469.00","1,639.00",Rs./Quintal,11-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,629.00,"2,410.00","1,625.00",Rs./Quintal,10-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,105.00","2,459.00","1,885.00",Rs./Quintal,09-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,589.00","2,769.00","2,250.00",Rs./Quintal,08-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,045.00","3,019.00","2,385.00",Rs./Quintal,07-01-2025
Andhra Pradesh,Kurnool,Kurnool APMC,Vegetables,Onion,Local,FAQ,"1,330.00","2,729.00","2,459.00",Rs./Quintal,06-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,15-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,14-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,13-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,12-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,11-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,10-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,09-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,08-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,07-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,06-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,05-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,04-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","4,000.00","3,500.00",Rs./Quintal,03-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,02-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,500.00","4,000.00","3,800.00",Rs./Quintal,01-02-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","4,000.00","3,500.00",Rs./Quintal,31-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,500.00","4,000.00","3,800.00",Rs./Quintal,30-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,500.00","4,000.00","3,800.00",Rs./Quintal,29-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,500.00","4,000.00","3,800.00",Rs./Quintal,28-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","4,000.00","3,500.00",Rs./Quintal,27-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,500.00","4,000.00","3,800.00",Rs./Quintal,26-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,500.00","4,000.00","3,800.00",Rs./Quintal,25-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"4,500.00","5,000.00","4,800.00",Rs./Quintal,24-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,500.00","4,500.00","4,000.00",Rs./Quintal,23-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,Non-FAQ,"3,000.00","3,500.00","3,200.00",Rs./Quintal,22-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,FAQ,"4,000.00","4,500.00","4,200.00",Rs./Quintal,16-01-2025
Andhra Pradesh,Kurnool,Pattikonda APMC,Vegetables,Onion,Local,FAQ,"4,000.00","4,500.00","4,200.00",Rs./Quintal,15-01-2025

